pl_name,hostname,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,discoverymethod,disc_year,disc_facility
K2-130 b,K2-130,0.032,0.17,2.1,1.25,Transit,2017,K2
K2-131 b,K2-131,0.00936,0.0,7.9,1.69,Transit,2017,K2
K2-132 b,K2-132,0.0916,0.29,155.7367,14.572,Transit,2017,K2
K2-136 b,K2-136,0.0707,0.14,4.3,1.014,Transit,2017,K2
K2-136 c,K2-136,0.1185,0.047,18.1,3.0,Transit,2017,K2
K2-136 d,K2-136,0.1538,0.071,3.0,1.565,Transit,2017,K2
K2-137 b,K2-137,0.0058,0.0,158.915,0.64,Transit,2017,K2
K2-138 b,K2-138,0.03385,0.048,3.1,1.51,Transit,2017,K2
K2-138 c,K2-138,0.04461,0.045,6.31,2.299,Transit,2017,K2
K2-138 d,K2-138,0.05893,0.043,7.92,2.39,Transit,2017,K2
K2-138 e,K2-138,0.0782,0.077,12.97,3.39,Transit,2017,K2
K2-138 f,K2-138,0.10447,0.062,1.63,2.904,Transit,2017,K2
K2-138 g,K2-138,0.23109,0.059,4.32,3.013,Transit,2021,K2
K2-139 b,K2-139,0.1796,0.12,123.00021,9.11,Transit,2017,K2
K2-14 b,K2-14,0.0627,0.14,20.7,4.81,Transit,2015,K2
K2-140 b,K2-140,0.068,0.0,295.58042,13.563,Transit,2017,K2
K2-141 b,K2-141,0.00747,0.0,4.97,1.51,Transit,2018,K2
K2-141 c,K2-141,0.0683,0.092,8.0,7.0,Transit,2018,K2
K2-146 b,K2-146,0.0248,0.129,5.77,2.05,Transit,2018,K2
K2-146 c,K2-146,0.0327,0.075,7.49,2.19,Transit,2019,K2
K2-167 b,K2-167,0.091,0.47,6.5,2.3,Transit,2018,K2
K2-17 b,K2-17,0.119,0.18,5.6,2.23,Transit,2015,K2
K2-18 b,K2-18,0.1429,0.2,8.92,2.37,Transit,2015,K2
K2-18 c,K2-18,0.06,0.47,7.51,2.65,Radial Velocity,2017,La Silla Observatory
K2-180 b,K2-180,0.0734,0.0,11.44182,2.52,Transit,2018,K2
K2-182 b,K2-182,0.0526,0.04,20.0,2.69,Transit,2018,K2
K2-19 b,K2-19,0.074,0.2,32.4,7.0,Transit,2015,K2
K2-19 c,K2-19,0.0971,0.21,10.8,4.1,Transit,2015,K2
K2-19 d,K2-19,0.0344,0.0,10.0,1.11,Transit,2016,K2
K2-199 b,K2-199,0.0382,0.02,6.9,1.73,Transit,2018,K2
K2-199 c,K2-199,0.0662,0.03,12.4,2.85,Transit,2018,K2
K2-21 b,K2-21,0.076,0.1,4.04,1.84,Transit,2015,K2
K2-21 c,K2-21,0.107,0.21,6.76,2.49,Transit,2015,K2
K2-216 b,K2-216,0.028,0.0,8.0,1.75,Transit,2018,K2
K2-22 b,K2-22,0.009,0.19,444.962,2.3,Transit,2015,K2
K2-222 b,K2-222,0.1206,0.16,8.7,2.35,Transit,2018,K2
K2-229 b,K2-229,0.0131,0.0,2.49,1.0,Transit,2018,K2
K2-229 c,K2-229,0.0769,0.0,21.3,2.03,Transit,2018,K2
K2-232 b,K2-232,0.10356,0.258,126.49634,11.209,Transit,2018,K2
K2-233 b,K2-233,0.03308,0.079,11.26,1.343,Transit,2018,K2
K2-233 c,K2-233,0.06666,0.2002,12.81,1.281,Transit,2018,K2
K2-233 d,K2-233,0.15224,0.1999,21.14,2.358,Transit,2018,K2
K2-237 b,K2-237,0.03558,0.042,433.20012,16.197,Transit,2018,K2
K2-238 b,K2-238,0.046,0.0,273.3338,14.572,Transit,2018,K2
K2-24 b,K2-24,0.154,0.06,19.0,5.4,Transit,2016,K2
K2-24 c,K2-24,0.247,0.07,15.4,7.5,Transit,2016,K2
K2-25 b,K2-25,0.0287,0.428,24.5,3.44,Transit,2015,K2
K2-260 b,K2-260,0.0404,0.0,451.3186,17.396,Transit,2018,K2
K2-261 b,K2-261,0.1034,0.286,59.75174,9.528,Transit,2018,K2
K2-263 b,K2-263,0.2573,0.15,14.9,2.41,Transit,2018,K2
K2-264 b,K2-264,0.05023,0.5,5.61,2.231,Transit,2018,K2
K2-264 c,K2-264,0.11283,0.45,7.6,2.668,Transit,2018,K2
K2-265 b,K2-265,0.03376,0.084,6.54,1.71,Transit,2018,K2
K2-266 c,K2-266,0.0679,0.042,0.29013,0.705,Transit,2018,K2
K2-266 d,K2-266,0.1035,0.047,8.9,2.93,Transit,2018,K2
K2-266 e,K2-266,0.1249,0.043,14.3,2.73,Transit,2018,K2
K2-27 b,K2-27,0.06702,0.251,30.9,4.48,Transit,2016,K2
K2-28 b,K2-28,0.0214,0.0,5.99,2.32,Transit,2016,K2
K2-280 b,K2-280,0.1461,0.35,37.1,7.5,Transit,2018,K2
K2-284 b,K2-284,0.04771,0.078,8.15,2.78,Transit,2018,K2
K2-285 b,K2-285,0.03817,0.0,9.68,2.59,Transit,2018,K2
K2-285 c,K2-285,0.0824,0.0,15.68,3.53,Transit,2018,K2
K2-285 d,K2-285,0.1178,0.0,6.5,2.48,Transit,2018,K2
K2-285 e,K2-285,0.18041,0.0,10.7,1.95,Transit,2018,K2
K2-287 b,K2-287,0.1206,0.478,100.11645,9.494,Transit,2018,K2
K2-29 b,K2-29,0.04217,0.066,232.0159,13.339,Transit,2016,K2
K2-290 b,K2-290,0.0923,0.0,10.9,3.06,Transit,2019,K2
K2-290 c,K2-290,0.305,0.0,246.00042,11.276,Transit,2019,K2
K2-291 b,K2-291,0.03261,0.0,6.49,1.589,Transit,2019,K2
K2-292 b,K2-292,0.13,0.04,24.5,2.63,Transit,2019,K2
K2-295 b,K2-295,0.0451,0.0,106.47305,10.054,Transit,2018,K2
K2-3 b,K2-3,0.0747,0.107,5.11,2.078,Transit,2015,K2
K2-3 c,K2-3,0.1357,0.048,2.68,1.582,Transit,2015,K2
K2-3 d,K2-3,0.2014,0.091,2.2,1.458,Transit,2015,K2
K2-30 b,K2-30,0.04839,0.0,184.02357,11.646,Transit,2016,K2
K2-31 b,K2-31,0.022,0.0,563.83042,11.882,Transit,2016,K2
K2-312 c,HD 80653,1.961,0.853,1719.45168,12.8,Radial Velocity,2023,Roque de los Muchachos Observatory
K2-32 b,K2-32,0.0795,0.03,15.0,5.299,Transit,2016,K2
K2-32 c,K2-32,0.13843,0.049,8.1,3.134,Transit,2016,K2
K2-32 d,K2-32,0.18422,0.05,6.7,3.484,Transit,2016,K2
K2-32 e,K2-32,0.04899,0.043,2.1,1.212,Transit,2019,K2
K2-329 b,K2-329,0.1016,0.0697,82.6358,8.676,Transit,2020,K2
K2-33 b,K2-33,0.0409,0.0,1175.971,5.04,Transit,2016,K2
K2-34 b,K2-34,0.0442,0.0,539.67534,13.75,Transit,2016,K2
K2-35 b,K2-35,0.031,0.13,2.3,1.32,Transit,2016,K2
K2-35 c,K2-35,0.055,0.12,4.38,1.93,Transit,2016,K2
K2-36 b,K2-36,0.02288,0.093,4.3,1.43,Transit,2016,K2
K2-36 c,K2-36,0.05528,0.089,7.9,3.2,Transit,2016,K2
K2-38 b,K2-38,0.0503,0.11,7.7,1.655,Transit,2016,K2
K2-38 c,K2-38,0.0959,0.086,7.4,2.49,Transit,2016,K2
K2-39 b,K2-39,0.05708,0.0,28.6047,6.277,Transit,2016,K2
K2-4 b,K2-4,0.078,0.08,5.06,2.1,Transit,2015,K2
K2-43 b,K2-43,0.03784,0.07,18.5,4.51,Transit,2016,K2
K2-45 b,K2-45,0.0224,0.1,36.4,6.71,Transit,2016,K2
K2-55 b,K2-55,0.03486,0.07,14.0,3.82,Transit,2016,K2
K2-60 b,K2-60,0.045,0.0,135.39558,7.656,Transit,2016,K2
K2-66 b,K2-66,0.05983,0.0,21.3,2.49,Transit,2016,K2
K2-72 b,K2-72,0.04,0.11,1.28,1.08,Transit,2016,K2
K2-72 c,K2-72,0.078,0.11,1.65,1.16,Transit,2016,K2
K2-72 d,K2-72,0.05,0.11,1.01,1.01,Transit,2016,K2
K2-72 e,K2-72,0.106,0.11,2.21,1.29,Transit,2016,K2
K2-77 b,K2-77,0.076,0.14,603.877,2.3,Transit,2016,K2
K2-79 b,K2-79,0.0988,0.23,9.2,4.09,Transit,2016,K2
K2-81 b,K2-81,0.059,0.06,4.54,1.97,Transit,2016,K2
K2-83 b,K2-83,0.03014,0.07,2.08,1.244,Transit,2016,K2
K2-83 c,K2-83,0.07131,0.06,2.8,1.483,Transit,2016,K2
K2-85 b,K2-85,0.013,0.24,1.87,1.2,Transit,2016,K2
K2-88 b,K2-88,0.0345,0.26,2.04,1.23,Transit,2016,K2
K2-89 b,K2-89,0.01462,0.15,0.17,0.615,Transit,2016,K2
K2-90 b,K2-90,0.096,0.07,7.27,2.6,Transit,2016,K2
K2-90 c,K2-90,0.035,0.19,2.24,1.3,Transit,2016,K2
K2-91 b,K2-91,0.0164,0.09,1.37,1.1,Transit,2016,K2
K2-95 b,K2-95,0.0525,0.16,11.0,3.31,Transit,2016,K2
K2-97 b,K2-97,0.086,0.22,152.5584,10.61,Transit,2016,K2
K2-98 b,K2-98,0.0974,0.0,32.2,5.2,Transit,2016,K2
K2-99 b,K2-99,0.1597,0.19,308.2951,11.73,Transit,2016,K2
KELT-1 b,KELT-1,0.02466,0.0099,8654.15,12.442,Transit,2012,KELT
KELT-11 b,KELT-11,0.06229,0.0007,54.34893,15.132,Transit,2017,KELT-South
KELT-12 b,KELT-12,0.06708,0.0,301.9385,19.952,Transit,2017,KELT-North
KELT-14 b,KELT-14,0.03005,0.0,408.09372,19.537,Transit,2016,KELT-South
KELT-15 b,KELT-15,0.04613,0.0,416.3573,19.504,Transit,2016,KELT-South
KELT-16 b,KELT-16,0.02044,0.0,874.0325,15.861,Transit,2017,KELT
KELT-18 b,KELT-18,0.0455,0.0,375.0394,17.598,Transit,2017,KELT-North
KELT-2 A b,KELT-2 A,0.05497,0.0,540.311,15.132,Transit,2012,KELT
KELT-20 b,KELT-20,0.0542,0.0,1074.90106,19.515,Transit,2017,KELT-North
KELT-21 b,KELT-21,0.05224,0.0,1242.7153,17.777,Transit,2018,KELT-North
KELT-23 A b,KELT-23 A,0.03302,0.0,298.12454,14.83,Transit,2019,KELT-North
KELT-24 b,KELT-24,0.06969,0.077,1646.3594,14.258,Transit,2019,KELT-North
KELT-3 b,KELT-3,0.04123,0.0,616.5902,17.486,Transit,2013,KELT
KELT-4 A b,KELT-4 A,0.04317,0.0,286.68266,19.044,Transit,2016,KELT
KELT-6 b,KELT-6,0.07939,0.22,165.2716,14.572,Transit,2014,KELT
KELT-6 c,KELT-6,2.39,0.21,1179.1493,13.0,Radial Velocity,2015,Multiple Observatories
KELT-7 b,KELT-7,0.04415,0.0,441.7837,17.934,Transit,2015,KELT
KELT-8 b,KELT-8,0.0455,0.04,209.7678,18.159,Transit,2015,KELT
KELT-9 b,KELT-9,0.03462,0.0,915.3504,21.196,Transit,2017,KELT-North
KIC 3526061 b,KIC 3526061,5.14,0.85,5768.58559,12.1,Radial Velocity,2022,McDonald Observatory
KIC 5095269 b,KIC 5095269,0.8,0.0603,2445.06619,12.6,Eclipse Timing Variations,2017,Kepler
KIC 5437945 b,KIC 5437945,1.1455,0.0,33.6,6.4,Transit,2015,Kepler
KIC 9663113 b,KIC 9663113,1.4062,0.0,19.2,4.6,Transit,2015,Kepler
KOI-12 b,KOI-12,0.154,0.34,349.613,13.787,Transit,2015,Kepler
KOI-1257 b,KOI-1257,0.382,0.772,460.83,10.54,Transit,2014,Kepler
KOI-13 b,KOI-13,0.03641,0.00064,2949.4624,16.948,Transit,2011,Kepler
KOI-142 b,KOI-142,0.098,0.05561,9.5,3.438,Transit,2013,Kepler
KOI-142 c,KOI-142,0.15525,0.05724,214.1,14.0,Transit,2013,Kepler
KOI-1599.01,KOI-1599,0.14728,0.014,4.6,1.9,Transit,2019,Kepler
KOI-1599.02,KOI-1599,0.112293,0.0114,9.0,1.9,Transit,2019,Kepler
KOI-1783.01,KOI-1783,0.5135,0.0,71.0,8.86,Transit,2020,Kepler
KOI-1783.02,KOI-1783,0.8453,0.0,15.0,5.44,Transit,2020,Kepler
KOI-1831 d,Kepler-324,0.1949,0.0,2.23,1.13,Transit,2021,Kepler
KOI-1833 d,Kepler-968,0.0634,0.0,11.02,2.58,Transit,2021,Kepler
KOI-217 b,KOI-217,0.0477,0.0,,12.442,Transit,2010,Kepler
KOI-3503 b,KOI-3503,0.1462,0.0,9.2,1.19,Transit,2021,Kepler
KOI-3503 c,KOI-3503,0.1911,0.0,10.36,1.21,Transit,2021,Kepler
KOI-351 b,KOI-351,0.074,0.0,2.27,1.31,Transit,2013,Kepler
KOI-351 c,KOI-351,0.089,0.0,1.81,1.19,Transit,2013,Kepler
KOI-351 d,KOI-351,0.32,0.0,8.6,2.87,Transit,2013,Kepler
KOI-351 e,KOI-351,0.42,0.0,7.56,2.66,Transit,2013,Kepler
KOI-351 f,KOI-351,0.48,0.0,8.65,2.88,Transit,2013,Kepler
KOI-351 g,KOI-351,0.71,0.0,254.264,8.1,Transit,2013,Kepler
KOI-351 h,KOI-351,1.01,0.0,381.396,11.3,Transit,2013,Kepler
KOI-3680 b,KOI-3680,0.534,0.496,613.4119,11.097,Transit,2018,Kepler
KOI-4777.01,KOI-4777,0.008,0.0,99.2,0.51,Transit,2014,Kepler
KOI-7368 b,KOI-7368,0.0678,0.0,5.56,2.22,Transit,2022,Kepler
KOI-7913 b,KOI-7913 A,0.1456,0.0,6.08,2.34,Transit,2022,Kepler
KOI-94 b,KOI-94,0.05119,0.25,10.5,1.71,Transit,2013,Kepler
KOI-94 c,KOI-94,0.1013,0.43,15.6,4.32,Transit,2013,Kepler
KOI-94 d,KOI-94,0.1684,0.022,106.0,11.27,Transit,2013,Kepler
KOI-94 e,KOI-94,0.3046,0.019,35.0,6.56,Transit,2013,Kepler
KOI-984 b,KOI-984,0.0504,0.12,17.1,4.3,Transit,2022,Kepler
KOI-984 c,KOI-984,0.1467,0.38,209.8,14.1,Transit Timing Variations,2022,Kepler
KPS-1 b,KPS-1,0.0269,0.0,346.4347,11.545,Transit,2018,Acton Sky Portal Observatory
Kapteyn c,Kapteyn,0.311,0.23,7.0,2.54,Radial Velocity,2014,Multiple Observatories
Kepler-10 b,Kepler-10,0.01685,0.0,3.26,1.47,Transit,2011,Kepler
Kepler-10 c,Kepler-10,0.241,0.13,11.4,2.355,Transit,2011,Kepler
Kepler-10 d,Kepler-10,0.5379,0.26,12.68,3.61,Radial Velocity,2023,Roque de los Muchachos Observatory
Kepler-100 b,Kepler-100,0.072,0.13,7.34,1.32,Transit,2014,Kepler
Kepler-100 c,Kepler-100,0.109,0.02,7.05,2.2,Transit,2014,Kepler
Kepler-100 d,Kepler-100,0.2143,0.38,3.0,1.61,Transit,2014,Kepler
Kepler-1000 b,Kepler-1000,0.5337,0.0,20.3,4.76,Transit,2016,Kepler
Kepler-1001 b,Kepler-1001,0.1129,0.0,10.1,3.15,Transit,2016,Kepler
Kepler-1001 c,Kepler-1001,0.084,0.0,3.11,1.578,Transit,2020,Kepler
Kepler-1002 b,Kepler-1002,0.0564,0.0,3.57,1.71,Transit,2016,Kepler
Kepler-1003 b,Kepler-1003,0.0444,0.0,3.82,1.78,Transit,2016,Kepler
Kepler-1004 b,Kepler-1004,0.0671,0.0,32.5,6.28,Transit,2016,Kepler
Kepler-1005 b,Kepler-1005,0.0669,0.0,2.86,1.5,Transit,2016,Kepler
Kepler-1006 b,Kepler-1006,0.1464,0.0,2.99,1.54,Transit,2016,Kepler
Kepler-1007 b,Kepler-1007,0.048,0.0,2.67,1.44,Transit,2016,Kepler
Kepler-1008 b,Kepler-1008,0.0951,0.0,2.18,1.28,Transit,2016,Kepler
Kepler-1009 b,Kepler-1009,0.0796,0.0,5.35,2.17,Transit,2016,Kepler
Kepler-101 b,Kepler-101,0.0474,0.086,51.1,5.77,Transit,2014,Kepler
Kepler-101 c,Kepler-101,0.0684,0.0,3.78,1.25,Transit,2014,Kepler
Kepler-1010 b,Kepler-1010,0.193,0.0,5.99,2.32,Transit,2016,Kepler
Kepler-1011 b,Kepler-1011,0.0633,0.0,8.6,2.87,Transit,2016,Kepler
Kepler-1012 b,Kepler-1012,0.0585,0.0,2.21,1.29,Transit,2016,Kepler
Kepler-1013 b,Kepler-1013,0.137,0.0,5.27,2.15,Transit,2016,Kepler
Kepler-1014 b,Kepler-1014,0.121,0.0,6.3,2.39,Transit,2016,Kepler
Kepler-1015 b,Kepler-1015,0.1396,0.0,12.3,3.55,Transit,2016,Kepler
Kepler-1016 b,Kepler-1016,0.0307,0.0,5.39,2.18,Transit,2016,Kepler
Kepler-1016 c,Kepler-1016,0.4389,0.0,13.1,3.68,Transit,2016,Kepler
Kepler-1017 b,Kepler-1017,0.0702,0.0,4.62,1.99,Transit,2016,Kepler
Kepler-1018 b,Kepler-1018,0.253,0.0,7.18,2.58,Transit,2016,Kepler
Kepler-1019 b,Kepler-1019,0.0221,0.0,2.73,1.46,Transit,2016,Kepler
Kepler-102 b,Kepler-102,0.05521,0.1,1.1,0.46,Transit,2014,Kepler
Kepler-102 c,Kepler-102,0.06702,0.094,1.7,0.567,Transit,2014,Kepler
Kepler-102 d,Kepler-102,0.08618,0.092,3.0,1.154,Transit,2014,Kepler
Kepler-102 e,Kepler-102,0.1162,0.089,4.7,2.17,Transit,2013,Kepler
Kepler-102 f,Kepler-102,0.1656,0.1,4.3,0.861,Transit,2014,Kepler
Kepler-1020 b,Kepler-1020,0.3878,0.0,5.82,2.28,Transit,2016,Kepler
Kepler-1021 b,Kepler-1021,0.1034,0.0,6.04,2.33,Transit,2016,Kepler
Kepler-1022 b,Kepler-1022,0.0805,0.0,6.17,2.36,Transit,2016,Kepler
Kepler-1023 b,Kepler-1023,0.301,0.0,7.41,2.63,Transit,2016,Kepler
Kepler-1024 b,Kepler-1024,0.3033,0.0,14.5,3.91,Transit,2016,Kepler
Kepler-1025 b,Kepler-1025,0.3344,0.0,4.58,1.98,Transit,2016,Kepler
Kepler-1026 b,Kepler-1026,0.1977,0.0,5.52,2.21,Transit,2016,Kepler
Kepler-1027 b,Kepler-1027,0.0295,0.0,0.64,0.89,Transit,2016,Kepler
Kepler-1028 b,Kepler-1028,0.0354,0.0,2.33,1.33,Transit,2016,Kepler
Kepler-1029 b,Kepler-1029,0.047,0.0,2.13,1.26,Transit,2016,Kepler
Kepler-103 b,Kepler-103,0.13223,0.093,9.8,3.486,Transit,2014,Kepler
Kepler-103 c,Kepler-103,0.6639,0.095,38.0,5.45,Transit,2014,Kepler
Kepler-1030 b,Kepler-1030,0.1338,0.0,6.71,2.48,Transit,2016,Kepler
Kepler-1031 b,Kepler-1031,0.0218,0.0,0.59,0.87,Transit,2016,Kepler
Kepler-1032 b,Kepler-1032,0.0361,0.0,4.16,1.87,Transit,2016,Kepler
Kepler-1033 b,Kepler-1033,0.0761,0.0,6.85,2.51,Transit,2016,Kepler
Kepler-1034 b,Kepler-1034,0.0965,0.0,5.73,2.26,Transit,2016,Kepler
Kepler-1035 b,Kepler-1035,0.0386,0.0,1.71,1.17,Transit,2016,Kepler
Kepler-1036 b,Kepler-1036,0.4629,0.0,9.32,3.01,Transit,2016,Kepler
Kepler-1037 b,Kepler-1037,0.0198,0.0,2.18,1.28,Transit,2016,Kepler
Kepler-1038 b,Kepler-1038,0.5238,0.0,12.2,3.53,Transit,2016,Kepler
Kepler-1038 c,Kepler-1038,0.0692,0.0,2.59,1.416,Transit,2021,Kepler
Kepler-1039 b,Kepler-1039,0.0184,0.0,2.73,1.46,Transit,2016,Kepler
Kepler-104 b,Kepler-104,0.094,0.0,19.6,3.1,Transit,2014,Kepler
Kepler-104 c,Kepler-104,0.153,0.0,9.96,3.13,Transit,2014,Kepler
Kepler-104 d,Kepler-104,0.257,0.0,12.5,3.58,Transit,2014,Kepler
Kepler-1040 b,Kepler-1040,0.6559,0.0,4.98,2.08,Transit,2016,Kepler
Kepler-1041 b,Kepler-1041,0.1688,0.0,8.96,2.94,Transit,2016,Kepler
Kepler-1042 b,Kepler-1042,0.0756,0.0,5.43,2.19,Transit,2016,Kepler
Kepler-1043 b,Kepler-1043,0.2159,0.0,7.04,2.55,Transit,2016,Kepler
Kepler-1044 b,Kepler-1044,0.0741,0.0,7.61,2.67,Transit,2016,Kepler
Kepler-1045 b,Kepler-1045,0.1616,0.0,7.7,2.69,Transit,2016,Kepler
Kepler-1046 b,Kepler-1046,0.1167,0.0,3.57,1.71,Transit,2016,Kepler
Kepler-1047 b,Kepler-1047,0.2939,0.0,5.02,2.09,Transit,2016,Kepler
Kepler-1047 c,Kepler-1047,0.0434,0.0,0.937,0.99,Transit,2016,Kepler
Kepler-1048 b,Kepler-1048,0.059,0.0,3.22,1.61,Transit,2016,Kepler
Kepler-1049 b,Kepler-1049,0.0349,0.0,0.809,0.95,Transit,2016,Kepler
Kepler-105 b,Kepler-105,0.066,0.47,5.1,4.81,Transit,2013,Kepler
Kepler-105 c,Kepler-105,0.0711,0.0,4.6,1.31,Transit,2014,Kepler
Kepler-1050 b,Kepler-1050,0.1313,0.0,3.19,1.6,Transit,2016,Kepler
Kepler-1050 c,Kepler-1050,0.1622,0.0,2.79,1.48,Transit,2016,Kepler
Kepler-1051 b,Kepler-1051,0.1891,0.0,11.5,3.4,Transit,2016,Kepler
Kepler-1052 b,Kepler-1052,0.2046,0.0,8.91,2.93,Transit,2016,Kepler
Kepler-1052 c,Kepler-1052,0.6135,0.0,5.9,2.3,Transit,2023,Kepler
Kepler-1053 b,Kepler-1053,0.0315,0.0,0.904,0.98,Transit,2016,Kepler
Kepler-1054 b,Kepler-1054,0.054,0.0,7.41,2.63,Transit,2016,Kepler
Kepler-1055 b,Kepler-1055,0.0331,0.0,2.04,1.23,Transit,2016,Kepler
Kepler-1056 b,Kepler-1056,0.1629,0.0,9.32,3.01,Transit,2016,Kepler
Kepler-1057 b,Kepler-1057,0.1138,0.0,11.2,3.36,Transit,2016,Kepler
Kepler-1058 b,Kepler-1058,0.3679,0.0,7.85,2.72,Transit,2016,Kepler
Kepler-1059 b,Kepler-1059,0.044,0.0,3.64,1.73,Transit,2016,Kepler
Kepler-106 b,Kepler-106,0.0648,0.0,5.3,0.82,Transit,2014,Kepler
Kepler-106 c,Kepler-106,0.1096,0.0,10.44,2.5,Transit,2014,Kepler
Kepler-106 d,Kepler-106,0.1602,0.0,8.1,0.95,Transit,2014,Kepler
Kepler-106 e,Kepler-106,0.2395,0.0,11.17,2.56,Transit,2014,Kepler
Kepler-1060 b,Kepler-1060,0.2495,0.0,6.26,2.38,Transit,2016,Kepler
Kepler-1061 b,Kepler-1061,0.0384,0.0,4.58,1.98,Transit,2016,Kepler
Kepler-1062 b,Kepler-1062,0.0748,0.0,3.75,1.76,Transit,2016,Kepler
Kepler-1063 b,Kepler-1063,0.1176,0.0,2.83,1.49,Transit,2016,Kepler
Kepler-1064 b,Kepler-1064,0.1183,0.0,3.02,1.55,Transit,2016,Kepler
Kepler-1065 b,Kepler-1065,0.0455,0.0,13.4,3.73,Transit,2016,Kepler
Kepler-1065 c,Kepler-1065,0.0344,0.0,3.19,1.6,Transit,2016,Kepler
Kepler-1066 b,Kepler-1066,0.0299,0.0,6.17,2.36,Transit,2016,Kepler
Kepler-1067 b,Kepler-1067,0.0162,0.0,0.437,0.8,Transit,2016,Kepler
Kepler-1067 c,Kepler-1067,0.0601,0.0,3.7,1.747,Transit,2021,Kepler
Kepler-1068 b,Kepler-1068,0.1309,0.0,12.8,3.63,Transit,2016,Kepler
Kepler-1069 b,Kepler-1069,0.1685,0.0,3.19,1.6,Transit,2016,Kepler
Kepler-107 b,Kepler-107,0.04544,0.1,3.8,1.536,Transit,2014,Kepler
Kepler-107 c,Kepler-107,0.06064,0.08,10.0,1.597,Transit,2014,Kepler
Kepler-107 d,Kepler-107,0.08377,0.11,7.7,0.86,Transit,2014,Kepler
Kepler-107 e,Kepler-107,0.12638,0.1,14.1,2.903,Transit,2014,Kepler
Kepler-1070 b,Kepler-1070,0.0693,0.0,3.64,1.73,Transit,2016,Kepler
Kepler-1071 b,Kepler-1071,0.0615,0.0,6.26,2.38,Transit,2016,Kepler
Kepler-1072 b,Kepler-1072,0.0269,0.0,3.12,1.58,Transit,2016,Kepler
Kepler-1073 b,Kepler-1073,0.0805,0.0,5.9,2.3,Transit,2016,Kepler
Kepler-1073 c,Kepler-1073,0.0483,0.0,3.33,1.64,Transit,2016,Kepler
Kepler-1073 d,Kepler-1073,0.0352,0.0,2.82,1.488,Transit,2021,Kepler
Kepler-1074 b,Kepler-1074,0.0536,0.0,2.1,1.25,Transit,2016,Kepler
Kepler-1075 b,Kepler-1075,0.0208,0.0,2.6,1.42,Transit,2016,Kepler
Kepler-1076 b,Kepler-1076,0.0611,0.0,0.437,0.8,Transit,2016,Kepler
Kepler-1077 b,Kepler-1077,0.2101,0.0,8.1,2.77,Transit,2016,Kepler
Kepler-1078 b,Kepler-1078,0.0388,0.0,4.27,1.9,Transit,2016,Kepler
Kepler-1079 b,Kepler-1079,0.1092,0.0,3.29,1.63,Transit,2016,Kepler
Kepler-108 b,Kepler-108,0.292,0.22,56.0,8.65,Transit,2014,Kepler
Kepler-108 c,Kepler-108,0.721,0.04,50.9,8.18,Transit,2014,Kepler
Kepler-1080 b,Kepler-1080,0.3781,0.0,10.8,3.28,Transit,2016,Kepler
Kepler-1081 b,Kepler-1081,0.0466,0.0,1.01,1.01,Transit,2016,Kepler
Kepler-1082 b,Kepler-1082,0.0257,0.0,1.46,1.12,Transit,2016,Kepler
Kepler-1083 b,Kepler-1083,0.1899,0.0,11.2,3.36,Transit,2016,Kepler
Kepler-1084 b,Kepler-1084,0.0324,0.0,1.41,1.11,Transit,2016,Kepler
Kepler-1085 b,Kepler-1085,0.7391,0.0,41.2,7.22,Transit,2016,Kepler
Kepler-1085 c,Kepler-1085,0.3002,0.0,10.7,3.268,Transit,2020,Kepler
Kepler-1086 b,Kepler-1086,0.1198,0.0,6.53,2.44,Transit,2016,Kepler
Kepler-1086 c,Kepler-1086,0.503,0.0,8.96,2.94,Transit,2016,Kepler
Kepler-1087 b,Kepler-1087,0.0148,0.0,0.165,0.61,Transit,2016,Kepler
Kepler-1088 b,Kepler-1088,0.1602,0.0,2.6,1.42,Transit,2016,Kepler
Kepler-1089 b,Kepler-1089,0.0497,0.0,4.01,1.83,Transit,2016,Kepler
Kepler-109 b,Kepler-109,0.0701,0.11,4.9,2.49,Transit,2014,Kepler
Kepler-109 c,Kepler-109,0.1546,0.098,8.2,2.65,Transit,2014,Kepler
Kepler-1090 b,Kepler-1090,0.6364,0.0,5.69,2.25,Transit,2016,Kepler
Kepler-1090 c,Kepler-1090,0.2274,0.0,10.9,3.293,Transit,2021,Kepler
Kepler-1091 b,Kepler-1091,0.0252,0.0,2.73,1.46,Transit,2016,Kepler
Kepler-1092 b,Kepler-1092,0.2996,0.0,4.94,2.07,Transit,2016,Kepler
Kepler-1093 b,Kepler-1093,0.1685,0.0,4.46,1.95,Transit,2016,Kepler
Kepler-1093 c,Kepler-1093,0.394,0.0,4.5,1.96,Transit,2016,Kepler
Kepler-1094 b,Kepler-1094,0.3625,0.0,10.2,3.18,Transit,2016,Kepler
Kepler-1095 b,Kepler-1095,0.0514,0.0,1.92,1.21,Transit,2016,Kepler
Kepler-1096 b,Kepler-1096,0.034,0.0,2.07,1.24,Transit,2016,Kepler
Kepler-1097 b,Kepler-1097,0.5791,0.0,10.7,3.26,Transit,2016,Kepler
Kepler-1098 b,Kepler-1098,0.0358,0.0,2.24,1.3,Transit,2016,Kepler
Kepler-1099 b,Kepler-1099,0.0337,0.0,8.4,2.83,Transit,2016,Kepler
Kepler-11 b,Kepler-11,0.091,0.045,1.9,1.8,Transit,2010,Kepler
